?cls	?def
<http://purl.obolibrary.org/obo/UBERON_0036146>	"An region of the mesoderm that includes anterior lateral mesoderm of the first heart field plus contiguous pharyngeal mesoderm that gives rise to second-heart-field-derived regions of the heart and branchiomeric muscles."
<http://purl.obolibrary.org/obo/UBERON_0006904>	"A head mesenchyme that develops_from a mesoderm."
<http://purl.obolibrary.org/obo/NBO_0003104>	"\"Any process that modulates the frequency, rate or extent of behavioral response to chemical stimulus.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0003047>	"\"Any process that modulates the frequency, rate or extent of behavioral response to chemical stimulus.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/NBO_0000600>	"\"Agitation characterised by a series of unintentional and purposeless motions that stem from mental tension and anxiety of an individual.\" [wikipedia:Psychomotor_agitation]"
<http://purl.obolibrary.org/obo/NBO_0000129>	"\"Emotional behavior related to excitement or restlessness.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0007499>	"An epithelial tube that is open at one end only."
<http://purl.obolibrary.org/obo/GO_0007632>	"The behavior of an organism in response to a visual stimulus."
<http://purl.obolibrary.org/obo/CHEBI_60242>	"An atom or small molecule with a positive charge that does not contain carbon in covalent linkage, with a valency of one."
<http://purl.obolibrary.org/obo/UBERON_0005156>	"Any anatomical structure that is part of the reproductive system."
<http://purl.obolibrary.org/obo/UBERON_0010341>	"Mesenchyme that develops_from a head mesenchyme from mesoderm and is part of a 1st arch mesenchyme."
<http://purl.obolibrary.org/obo/NBO_0000132>	"\"A drinking behavior associated with the intake of water.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0010047>	"Gland of the epithelium lining the oral cavity. The most common are the salivary glands."
<http://purl.obolibrary.org/obo/NBO_0001571>	"\"Behavior as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/NBO_0001536>	"\"Behavior as a result of an electromagnetic radiation stimulus.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/GO_0009416>	"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."
<http://purl.obolibrary.org/obo/UBERON_0002224>	"The part of the coelemic cavity lumen that is enclosed by the walls of the thorax."
<http://purl.obolibrary.org/obo/CHEBI_60643>	"Any substance that inhibits the action of N-methyl-D-aspartate (NMDA) receptors. They tend to induce a state known as dissociative anesthesia, marked by catalepsy, amnesia, and analgesia, while side effects can include hallucinations, nightmares, and confusion. Due to their psychotomimetic effects, many NMDA receptor antagonists are used as recreational drugs."
<http://purl.obolibrary.org/obo/UBERON_0000990>	"Anatomical system that has as its parts the organs concerned with reproduction."
<http://purl.obolibrary.org/obo/UBERON_0003713>	"A vein arising from the splenic trabecular vein in the hilum of the spleen that drains into the portal vein."
<http://purl.obolibrary.org/obo/UBERON_0012476>	"The collection of all skeletal elements in a pelvic complex - i.e. the combination of free limb or fin plus pelvic girdle."
<http://purl.obolibrary.org/obo/UBERON_0000409>	"A gland in which the principal secretory cells are serous secreting cells."
<http://purl.obolibrary.org/obo/UBERON_0000965>	"Transparent part of camera-type eye that helps to refract light to be focused on the retina."
<http://purl.obolibrary.org/obo/UBERON_0005417>	"A limb bud that develops into a forelimb."
<http://purl.obolibrary.org/obo/CHEBI_75767>	"Any eukaryotic metabolite produced during a metabolic reaction in animals that include diverse creatures from sponges, insects to mammals."
<http://purl.obolibrary.org/obo/UBERON_0013241>	"The precursor of the urethra"
<http://purl.obolibrary.org/obo/GO_0065007>	"Any process that modulates a measurable attribute of any biological process, quality or function."
<http://purl.obolibrary.org/obo/UBERON_0003064>	"The intermediate mesoderm is located between the lateral mesoderm and the paraxial mesoderm. It develops into the kidney and gonads."
<http://purl.obolibrary.org/obo/UBERON_0011108>	"A synovial joint that is part of a pectoral girdle region."
<http://purl.obolibrary.org/obo/PATO_0001727>	"A quality inhering in a bearer by virtue of the bearer's prevailing tendency, mood, or inclination."
<http://purl.obolibrary.org/obo/PATO_0001596>	"A depth quality which is relatively high."
<http://purl.obolibrary.org/obo/PATO_0000586>	"A size quality which is relatively high."
<http://purl.obolibrary.org/obo/UBERON_0006003>	"Anatomical structure embedded in or located in the integument that is part of the integumental system. Examples: hair, follicles, skin glands, claws, nails, feathers."
<http://purl.obolibrary.org/obo/UBERON_0003842>	"An anatomical space that surrounded_by a neural tube."
<http://purl.obolibrary.org/obo/CHEBI_50313>	"Mononuclear cations derived by addition of a hydron to a mononuclear parent hydride of the pnictogen, chalcogen and halogen families."
<http://purl.obolibrary.org/obo/UBERON_0003412>	"Mesenchyme that is part of a pelvic appendage bud."
<http://purl.obolibrary.org/obo/NBO_0000339>	"\"The coordination of combinations of body movements created with the kinematic (such as spatial direction) and kinetic (force) parameters that result in intended actions.\" [wikipedia:Motor_coordination]"
<http://purl.obolibrary.org/obo/NBO_0000452>	"\"Behavior related to the state or ability to perceive, to feel, or to be conscious of events, objects or sensory patterns.\" [wikipedia:Awareness]"
<http://purl.obolibrary.org/obo/NBO_0000065>	"\"Behavior related to a variety of aspects of the relationship between the mind and the world with which it interacts.\" [wikipedia:Consciousness]"
<http://purl.obolibrary.org/obo/UBERON_0018257>	"Any portion of submucosa that lines the digestive tract."
<http://purl.obolibrary.org/obo/UBERON_0010364>	"Skeletal subdivision that undergoes direct development and includes elements that either develop in association with the basement membrane of the ectoderm or are homologous with such elements; includes dermatocranium, components of the appendicular skeleton, teeth and tooth-like elements of the oropharynx, and integumentary elements."
<http://purl.obolibrary.org/obo/UBERON_0005617>	"A vein that returns blood from the intestines."
<http://purl.obolibrary.org/obo/UBERON_0000489>	"Compound organ that contains one or more macroscopic anatomical spaces."
<http://purl.obolibrary.org/obo/UBERON_0013700>	"Musculature of the head and neck, spine, and ribs."
<http://purl.obolibrary.org/obo/UBERON_0009973>	"The valve-like structure found at the site of entry of the ureter into the urinary bladder, normally displays an oblique angulation through the detrusor to avoid reflux of urine up the ureters and the kidney"
<http://purl.obolibrary.org/obo/UBERON_0004943>	"The submucous layer of the wall of the urinary bladder."
<http://purl.obolibrary.org/obo/UBERON_0035804>	"The primordial mouth region of the developing head."
<http://purl.obolibrary.org/obo/CHEBI_24852>	"Strictly, a substance intended to kill members of the class Insecta.  In common usage, any substance used for preventing, destroying, repelling or controlling insects."
<http://purl.obolibrary.org/obo/UBERON_0019204>	"Any region of epithelium that is part of a skin region."
<http://purl.obolibrary.org/obo/NBO_0000179>	"\"An increase in behavioral responses following repeated applications of a particular stimulus.\" [wikipedia:Sensitization]"
<http://purl.obolibrary.org/obo/NBO_0002468>	"\"Any process that modulates the frequency, rate or extent of water consumption, the specific actions or reactions of an organism in response to external or internal stimuli.\" [NBOC:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0004473>	"Any collection of muscles that is part of a face."
<http://purl.obolibrary.org/obo/UBERON_0011138>	"Subdivision of the skeletal system which consists of the postcranial axial skeleton plus associated joints."
<http://purl.obolibrary.org/obo/NBO_0000081>	"The act of moving the body core higher, away from the ground [NBO:SMAC]"
<http://purl.obolibrary.org/obo/CHEBI_75771>	"Any mammalian metabolite produced during a metabolic reaction in a mouse (Mus musculus)."
<http://purl.obolibrary.org/obo/NBO_0000415>	"\"An involuntary blinking of the eyelids elicited by stimulation of the cornea.\" [wikipedia:Corneal_reflex]"
<http://purl.obolibrary.org/obo/UBERON_0011143>	"Subdivision of urinary system which consists of the kidney and the ureters."
<http://purl.obolibrary.org/obo/NBO_0000675>	"\"A type of seizure generated by sudden sensor stimulation caused by the environment.\" [NBO:GVG]"
<http://purl.obolibrary.org/obo/UBERON_0004756>	"dermis-derived entity that is made of skeletal tissue."
<http://purl.obolibrary.org/obo/UBERON_0006312>	"Body substance in a liquid or semi-solid state in the eyeball which serves to refract light."
<http://purl.obolibrary.org/obo/UBERON_0006562>	"The pharynx is the part of the digestive system immediately posterior to the mouth[GO]."
<http://purl.obolibrary.org/obo/GO_0050882>	"The movement of an organism or part of an organism using mechanoreceptors, the nervous system, striated muscle and/or the skeletal system that can be controlled at will."
<http://purl.obolibrary.org/obo/UBERON_0034878>	"the area of axial mesoderm that develops into the prechordal plate"
<http://purl.obolibrary.org/obo/NBO_0000011>	"\"A behavior that occurs predominantly or only, in individuals that are part of a group.\" [Wikipedia:Social_behavior]"
<http://purl.obolibrary.org/obo/CHEBI_90852>	"A mixed diacylamine resulting from the formal condensation of the nitrogen of a carboxamide with a sulphonic acid."
<http://purl.obolibrary.org/obo/CHEBI_48219>	"An antimicrobial agent that is applied to non-living objects to destroy harmful microorganisms or to inhibit their activity."
<http://purl.obolibrary.org/obo/NBO_0000638>	"\"The actions or reactions of a female, for the purpose of attracting a sexual partner.\" [GOC:bf]"
<http://purl.obolibrary.org/obo/UBERON_0013411>	"Anatomical cavity that is the lumen of the skull and contains the brain."
<http://purl.obolibrary.org/obo/NBO_0020108>	"Behavior that signifies hostility and predicts an increased probability of attack."@en
<http://purl.obolibrary.org/obo/UBERON_0003457>	"A bone that is part of a head [Automatically generated definition]."
