?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/GO_0051321>	"Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."	"Wikipedia:Meiosis"
<http://purl.obolibrary.org/obo/HP_0001946>	"Presence of elevated levels of ketone bodies in the body."	"SNOMEDCT_US:2538008 UMLS:C0235430 UMLS:C0022638 SNOMEDCT_US:213281004"
<http://purl.obolibrary.org/obo/FOODON_00002051>	"A food product that is derived from some mussel."@en	
<http://purl.obolibrary.org/obo/UBERON_0004161>	"A thick plate of mesodermal tissue that occupies the space between the thoracic cavity and yolk stalk in the early embryo, forming a transverse partition partially separating the coelomic cavity into thoracic and abdominal portions. It gives rise to the central tendon of the diaphragm[VHOG]."	"Wikipedia:Septum_transversum FMA:295593 SCTID:308819008 VHOG:0000019 NCIT:C34296 EMAPA:16318 EHDAA:736 EHDAA2:0001829"
<http://purl.obolibrary.org/obo/UBERON_0019269>		"FMA:83912"
<http://purl.obolibrary.org/obo/UBERON_0001270>	"A ring of bone formed by the sacrum and the first few coccygeal vertebrae as the roof, the pubis and ischia as the floor and the ilia and the acetabular part of the ischia as the walls."	"SCTID:46633002 FMA:16580"
<http://purl.obolibrary.org/obo/CHEBI_3424>	"A quaternary ammonium ion that is the the conjugate acid of carnitine."	"KEGG:C00487"
<http://purl.obolibrary.org/obo/MAXO_0000162>	"Use of any agent that can alter adrenal gland functions."	
<http://purl.obolibrary.org/obo/CHEBI_51372>	"A drug used for its actions on skeletal muscle."	
<http://purl.obolibrary.org/obo/UBERON_0011775>	"A cranial nerve nucleus that is associated with a vagus nerve."	"FMA:54573 SCTID:362467005"
<http://purl.obolibrary.org/obo/MAXO_0000374>	"Removal and examination of tissue, cells, or fluids from limb for the purpose of detecting or characterizing disease."	
<http://purl.obolibrary.org/obo/UBERON_0013522>		
<http://purl.obolibrary.org/obo/MAXO_0001499>	"A drug or pharmaceutical agent tht is used to attempt to prevent or reverse neuronal damage, thereby retaining physiological function."	
<http://purl.obolibrary.org/obo/NBO_0001845>		
<http://purl.obolibrary.org/obo/GO_0030073>	"The regulated release of proinsulin from secretory granules accompanied by cleavage of proinsulin to form mature insulin. In vertebrates, insulin is secreted from B granules in the B cells of the vertebrate pancreas and from insulin-producing cells in insects."	
<http://purl.obolibrary.org/obo/GO_0048646>	"The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."	
<http://purl.obolibrary.org/obo/FOODON_03411564>	"This is a hierarchy of organisms, grouped minimally in a combination of taxonomy and consumer-oriented food groups."@en	"http://www.langual.org/langual_thesaurus.asp?termid=B1564 http://www.langual.org/langual_thesaurus.asp?termid=B0001"
<http://purl.obolibrary.org/obo/CHEBI_33658>	"Any monocyclic or polycyclic aromatic hydrocarbon."	
<http://purl.obolibrary.org/obo/UBERON_0001776>	"Vascular layer containing connective tissue, of the eye lying between the retina and the sclera. The choroid provides oxygen and nourishment to the outer layers of the retina. Along with the ciliary body and iris, the choroid forms the uveal tract[WP]."	"Wikipedia:Choroid VHOG:0001568 GAID:913 MA:0000263 ZFA:0005229 EMAPA:19077 BTO:0001829 SCTID:181172003 EV:0100347 NCIT:C12344 TAO:0005229 CALOHA:TS-2054 FMA:58298 MESH:D002829"
<http://purl.obolibrary.org/obo/UBERON_0000060>	"Organ component adjacent to an organ cavity and which consists of a maximal aggregate of organ component layers."	"FMA:82482 galen:Wall"
<http://purl.obolibrary.org/obo/CHEBI_38215>	"One of a class of drugs that acts by selective inhibition of calcium influx through cell membranes or on the release and binding of calcium in intracellular pools."	
<http://purl.obolibrary.org/obo/MAXO_0001191>	"Inspection of sigmoid colon using an endoscope."	
<http://purl.obolibrary.org/obo/HP_0007379>	"A tumor (abnormal growth of tissue) of the genitourinary system."	"NCIT:C3262 UMLS:C0042065 UMLS:C4020809"
<http://purl.obolibrary.org/obo/MAXO_0000783>	"Any examination performed to assess if a female is gravid (pregnant)."	"NCIT:C92949"
<http://purl.obolibrary.org/obo/CHEBI_16709>	"A hydroxymethylpyridine with hydroxymethyl groups at positions 4 and 5, a hydroxy group at position 3 and a methyl group at position 2. The 4-methanol form of vitamin B6, it is converted intoto pyridoxal phosphate which is a coenzyme for synthesis of amino acids, neurotransmitters, sphingolipids and aminolevulinic acid."	"Chemspider:1025 FooDB:FDB000574 DrugBank:DB00165 PDBeChem:UEG MetaCyc:PYRIDOXINE Wikipedia:Pyridoxine HMDB:HMDB0000239 KNApSAcK:C00001551 LINCS:LSM-5324 KEGG:C00314 KEGG:D08454"
<http://purl.obolibrary.org/obo/SO_0000833>	"A region of a transcript."	
<http://purl.obolibrary.org/obo/UBERON_0034706>	"An epithelium that is undergoing proliferation to provide large numbers of neuronal cells."	"AEO:0001009"
<http://purl.obolibrary.org/obo/UBERON_0000966>	"The retina is the innermost layer or coating at the back of the eyeball, which is sensitive to light and in which the optic nerve terminates."	"EFO:0000832 MESH:D012160 BAMS:R EMAPA:17168 BTO:0001175 FMA:58301 AAO:0010352 MBA:304325711 TAO:0000152 GAID:755 EV:0100348 NCIT:C12343 XAO:0000009 NIFSTD_RETIRED:birnlex_1156 MIAA:0000142 EHDAA2:0001627 ZFA:0000152 CALOHA:TS-0865 neuronames:1862 SCTID:181171005 EHDAA:4757 Wikipedia:Retina MA:0000276 MAT:0000142 BIRNLEX:1153 VHOG:0000229"
<http://purl.obolibrary.org/obo/UBERON_0001021>	"An enclosed, cable-like bundle of axons in the peripheral nervous system originating in a nerve root in the central nervous system (or a condensed nervous structure) connecting with peripheral structures."	"EV:0100371 SCTID:244457007 NCIT:C12466 MA:0000217 EMAPA:32808 TAO:0007009 EHDAA:3776 EHDAA:4657 MESH:D010525 BIRNLEX:1615 NCIT:C12768 NLX:147826 FMA:65132 XAO:0003047 FMA:65239 SCTID:256864008 BSA:0000098 GAID:747 MA:0000228 BTO:0001027 BAMS:n EMAPA:32815 XAO:0000204 EHDAA:2851 GAID:758 EHDAA2:0003137 AEO:0000137 Wikipedia:Nervous_system galen:Nerve VHOG:0000901 BTO:0000925 ZFA:0007009 CALOHA:TS-0772 AAO:0011070"
<http://purl.obolibrary.org/obo/GO_0001503>	"The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."	"Wikipedia:Ossification"
<http://purl.obolibrary.org/obo/PR_000001945>	"A protein that is a translation product of the human TFRC gene or a 1:1 ortholog thereof."	
<http://purl.obolibrary.org/obo/CHEBI_228364>	"Any compound that produces a peak used to reference an NMR spectrum during data pre-processing."	
<http://purl.obolibrary.org/obo/GO_0003674>	"A molecular process that can be carried out by the action of a single macromolecular machine, usually via direct physical interactions with other molecular entities. Function in this sense denotes an action, or activity, that a gene product (or a complex) performs."	
<http://purl.obolibrary.org/obo/UBERON_0011899>	"Epimysium is a layer of connective tissue which ensheaths the entire muscle. It is composed of dense irregular connective tissue. It is continuous with fascia and other connective tissue wrappings of muscle including the endomysium, and perimysium. It is also continuous with tendons where it becomes thicker and collagenous."	"NCIT:C32527 Wikipedia:Epimysium FMA:9726"
<http://purl.obolibrary.org/obo/NCBITaxon_71239>		"GC_ID:1"
<http://purl.obolibrary.org/obo/FOODON_00001666>		
<http://purl.obolibrary.org/obo/SO_0000110>	"Any extent of continuous biological sequence."	
<http://purl.obolibrary.org/obo/MAXO_0001163>	"Collecting of amniotic fluid for clinical use."	
<http://purl.obolibrary.org/obo/MAXO_0000621>	"A thin catheter inserted into an artery to monitor blood pressure directly and obtain blood samples."	
<http://purl.obolibrary.org/obo/MAXO_0000429>	"Radiation therapy in which high-energy beams are delivered to a body part and/or tumor from outside of the body."	
<http://purl.obolibrary.org/obo/MAXO_0000319>	"Treatment with an agent for reversible airway obstruction in diseases such as asthma and COPD. These agents produce bronchodilation by stimulating beta2 adrenergic receptors on airway smooth muscle."	
<http://purl.obolibrary.org/obo/MAXO_0000463>	"A form of treatment where a limb or significant portion of the body is immersed in hot water immediately followed by the immersion into cold water. This procedure is repeated several times."	
<http://purl.obolibrary.org/obo/GO_0030187>	"The chemical reactions and pathways resulting in the formation of melatonin (N-acetyl-5-methoxytryptamine)."	
<http://purl.obolibrary.org/obo/GO_1903131>	"The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."	
<http://purl.obolibrary.org/obo/MAXO_0009017>	"A set of tests or assessments to determine congnitive abilities of a patient."	
<http://purl.obolibrary.org/obo/UBERON_8450002>	"An anatomical system that eliminates waste products that arise as a result of metabolic activity."	
<http://purl.obolibrary.org/obo/GO_0098642>	"A collagen trimer that forms networks."	
<http://purl.obolibrary.org/obo/MAXO_0009055>	"A direct assessment of a patient's condition by a dermatologist that is based on a physical exam, medical history, and the patient's account of symptoms."	
<http://purl.obolibrary.org/obo/FOODON_03400113>	"Aromatic or pungent plant product used whole or ground as a seasoning in food products."@en	"http://www.langual.org/langual_thesaurus.asp?termid=A0113"
<http://purl.obolibrary.org/obo/MAXO_0000078>	"Counseling designed to guide and support an individual to overcome alcohol dependence."	"NCIT:C150658"
<http://purl.obolibrary.org/obo/CHEBI_24978>	"Ketonic parent sugars (polyhydroxy ketones H[CH(OH)]nC(=O)[CH(OH)]mH) and their intramolecular hemiketals."	
<http://purl.obolibrary.org/obo/GO_0002645>	"Any process that activates or increases the frequency, rate, or extent of tolerance induction."	
<http://purl.obolibrary.org/obo/PATO_0045026>	"A life span which is relatively normal or average."	
<http://purl.obolibrary.org/obo/MAXO_0001088>	"The surgical removal (cutting out) of part or all of Pulmonary bulla."	
<http://purl.obolibrary.org/obo/MAXO_0001532>	"Use of a hearing aid equiped with frequency modulation."	
<http://purl.obolibrary.org/obo/HP_0001944>		"UMLS:C0011175 SNOMEDCT_US:34095006"
<http://purl.obolibrary.org/obo/MAXO_0000862>		
<http://purl.obolibrary.org/obo/CHEBI_33302>	"A p-block molecular entity containing any pnictogen."	
<http://purl.obolibrary.org/obo/UBERON_0002308>	"A neural nucleus that is part of the brain."	"SCTID:426465002 NCIT:C49346 EMAPA:35185 FMA:83840 MA:0000811 ZFA:0005575"
<http://purl.obolibrary.org/obo/CHEBI_32450>	"The D-enantiomer of cysteinate(2-)."	
<http://purl.obolibrary.org/obo/UBERON_0015057>	"A scapula bone or its cartilage or pre-cartilage precursor."	
<http://purl.obolibrary.org/obo/BFO_0000006>		
<http://purl.obolibrary.org/obo/UBERON_0010905>	"A primordium that develops into a clavicle bone."	"EHDAA2:0000254"
<http://purl.obolibrary.org/obo/UBERON_0002357>	"Serous membrane which is divided into parietal and visceral serous pericardium."	"Wikipedia:Serous_pericardium EMAPA:19030 SCTID:243954002 MA:0002739 FMA:9582"
<http://purl.obolibrary.org/obo/UBERON_0003124>	"The outermost extraembryonic membrane of amniotes."	"CALOHA:TS-0144 MESH:D002823 EHDAA:150 EFO:0002780 EMAPA:16112 NCIT:C34122 EV:0100121 FMA:80224 BTO:0000252 GAID:1299 EHDAA2:0000245 Wikipedia:Chorion VHOG:0000200 NCIT:C34124"
<http://purl.obolibrary.org/obo/MAXO_0000088>	"Any alteration or treatment in an individual's diet with a planned goal, usually designed to improve the individual's overall health."	"NCIT:C15447"
<http://purl.obolibrary.org/obo/CHEBI_33257>	"A derivative of two oxoacids RkE(=O)l(OH)m (l =/= 0) in which two acyl groups are attached to the amino or substituted amino group."	
<http://purl.obolibrary.org/obo/MAXO_0001229>	"The determination of the amount of N-phosphocreatine present in the sample."	
<http://purl.obolibrary.org/obo/UBERON_0002228>	"An intersegmental rod-shaped bone that forms in the peritoneal membrane and attach to the vertebral parapophyses."	"AAO:0000545 galen:Rib NCIT:C12782 MA:0000315 MESH:D012272 SCTID:302523002 TAO:0000538 GAID:245 EFO:0003066 VHOG:0001154 FMA:7574 CALOHA:TS-2209 ZFA:0000538 EMAPA:18010 Wikipedia:Rib"
<http://purl.obolibrary.org/obo/UBERON_0005462>	"Subdivision of abdominal segment of trunk which in humans is demarcated from the front of the abdomen by the posterior surface of the anterior layer of the thoracolumbar fascia and the anterior surface of the lumbar vertebral column; together with the front of the abdomen, it constitutes the abdomen[Modified from FMA]."	"MA:0000027 FMA:61681 SCTID:182343007 EMAPA:36623 NCIT:C34004 BTO:0001505"
<http://purl.obolibrary.org/obo/UBERON_0003697>	"The tissues that surround the organs that are present within the abdominal cavity. The abdominal wall tissue is composed of layers of fat, parietal peritoneum, fascia, and muscles."	"GAID:26 FMA:10429 Wikipedia:Abdominal_wall SCTID:181613000 MESH:D034861 FMA:259054 NCIT:C77608"
<http://purl.obolibrary.org/obo/UBERON_0000459>	"An anatomical wall that is part of a uterus [Automatically generated definition]."	"BTO:0003083 FMA:17560 SCTID:245485002"
<http://purl.obolibrary.org/obo/GO_0045190>	"The switching of activated B cells from IgM biosynthesis to biosynthesis of other isotypes of immunoglobulin, accomplished through a recombination process involving an intrachromosomal deletion involving switch regions that reside 5' of each constant region gene segment in the immunoglobulin heavy chain locus."	"Wikipedia:Immunoglobulin_class_switching"
